FAMILY	GENUS	SPECIES	CAAB CODE			
Monacanthidae	Brachaluteres	jacksonianus	37465025			
Ambassidae	Ambassis	jacksoniensis	37310012			
Opistognathidae	Opistognathus	jacksoniensis	37388005			
Scorpaenidae	Scorpaena	jacksoniensis	37287066			
Toxotidae	Toxotes	jaculatrix	37359002			
Diodontidae	Tragulichthys	jaculiferus	37469004			
Synodontidae	Synodus	jaculum	37118015			
Pseudochromidae	Pseudochromis	jamesi	37313007			
Serranidae	Hypoplectrodes	jamesoni	37311097			
Labridae	Thalassoma	jansenii	37384166			
Syngnathidae	Doryrhamphus	janssi	37282059			
Tetraodontidae	Canthigaster	janthinoptera	37467040			
Gobiidae	Acentrogobius	janthinopterus	37428031			
Monacanthidae	Pervagor	janthinosoma	37465068			
Gobiidae	Chlamydogobius	japalpa	37428303			
Scaridae	Chlorurus	japanensis	37386025			
Mobulidae	Mobula	japanica	37041002			
Anguillidae	Anguilla	japonica	37056752			
Aulopidae	Hime	japonica	37117005			
Platycephalidae	Inegocia	japonica	37296029			
Paralepididae	Lestrolepis	japonica	37126008			
Monocentrididae	Monocentris	japonica	37259002			
Soleidae	Pseudaesopia	japonica	37462044			
Acropomatidae	Acropoma	japonicum	37311167			
Ophidiidae	Glyptophidium	japonicum	37228011			
Zeniontidae	Zenion	japonicum	37263001			
Bothidae	Arnoglossus	japonicus	37460034			
Ateleopodidae	Ateleopus	japonicus	37136001			
Bregmacerotidae	Bregmaceros	japonicus	37225004			
Priacanthidae	Cookeolus	japonicus	37326002			
Ogcocephalidae	Dibranchus	japonicus	37212007			
Moronidae	Lateolabrax	japonicus	37311169			
Holocentridae	Ostichthys	japonicus	37261003			
Serranidae	Plectranthias	japonicus	37311027			
Scombridae	Scomber	japonicus	37441791			
Acropomatidae	Synagrops	japonicus	37311054			
Mullidae	Upeneus	japonicus	37355002			
Terapontidae	Terapon	jarbua	37321002			
Osteoglossidae	Scleropages	jardinii	37088001			
Soleidae	Rendahlia	jaubertensis	37462032			
Moringuidae	Moringua	javanica	37057002			
Rhinopteridae	Rhinoptera	javanica	37040002			
Congridae	Gavialiceps	javanicus	37067024			
Muraenidae	Gymnothorax	javanicus	37060039			
Sternoptychidae	Maurolicus	javanicus	37107024			
Siganidae	Siganus	javus	37438005			
Paralepididae	Lestidiops	jayakari	37126003			
Apogonidae	Siphamia	jebbi	37327174			
Didemnidae	Didemnum	jedanense	35013141			
Bythitidae	Diancistrus	jeffjohnsoni	37228091			
Sphyraenidae	Sphyraena	jello	37382004			
Terapontidae	Hephaestus	jenkinsi	37321015			
Apogonidae	Ostorhinchus	jenkinsi	37327069			
Dasyatidae	Himantura	jenkinsii	37035025			
Myctophidae	Diaphus	jenseni	37122085			
Paralichthyidae	Pseudorhombus	jenynsii	37460002			
Ophidiidae	Sirembo	jerdoni	37228009			
Pomacanthidae	Centropyge	joculator	37365750			
Macrouridae	Ventrifossa	johnboborum	37232073			
Lutjanidae	Lutjanus	johnii	37346030			
Gempylidae	Rexichthys	johnpaxtoni	37439014			
Neosebastidae	Neosebastes	johnsoni	37287110			
Moridae	Halargyreus	johnsonii	37224009			
Melanocetidae	Melanocetus	johnsonii	37213001			
Ophichthidae	Schultzidia	johnstonensis	37068048			
Galaxiidae	Galaxias	johnstoni	37102005			
Clinidae	Heteroclinus	johnstoni	37416011			
Pomacentridae	Plectroglyphidodon	johnstonianus	37372100			
Leiognathidae	Eubleekeria	jonesi	37341025			
Caulophrynidae	Caulophryne	jordani	37221001			
Labridae	Choerodon	jordani	37384077			
Moridae	Gadella	jordani	37224020			
Didemnidae	Didemnum	jucundum	35013142			
Platycephalidae	Ambiserrula	jugosa	37296041			
Didemnidae	Polysyncraton	jugosum	35013043			
Syngnathidae	Hippocampus	jugumus	37282112			
Galaxiidae	Paragalaxias	julianus	37102014			
Ascidiidae	Phallusia	julinea	35002023			
Eleotridae	Milyeringa	justitia	37429063			
Haemulidae	Pomadasys	kaakan	37350011			
Holocentridae	Ostichthys	kaianus	37261005			
Synodontidae	Synodus	kaianus	37118011			
Uranoscopidae	Uranoscopus	kaianus	37400024			
Callionymidae	Bathycallionymus	kailolae	37427041			
Macrouridae	Coelorinchus	kaiyomaru	37232031			
Apogonidae	Pristiapogon	kallopterus	37327063			
Muraenidae	Uropterygius	kamar	37060068			
Etmopteridae	Centroscyllium	kamoharai	37020024			
Pseudocarchariidae	Pseudocarcharias	kamoharai	37009003			
Syngnathidae	Hippocampus	kampylotrachelos	37282113			
Scombridae	Rastrelliger	kanagurta	37441012			
Macrouridae	Nezumia	kapala	37232075			
Congridae	Poeciloconger	kapala	37067019			
Styelidae	Polycarpa	kapala	35033076			
Myctophidae	Diaphus	kapalae	37122073			
Urolophidae	Urolophus	kapalensis	37038018			
Gobiidae	Priolepis	kappa	37428377			
Lutjanidae	Lutjanus	kasmira	37346044			
Anomalopidae	Anomalops	katoptron	37260001			
Exocoetidae	Cheilopogon	katoptron	37233021			
Synaphobranchidae	Synaphobranchus	kaupii	37070008			
Callionymidae	Repomucenus	keeleyi	37427046			
Scorpaenidae	Scorpaenodes	kelloggi	37287099			
Chiasmodontidae	Kali	kerberti	37402005			
Macrouridae	Coelorinchus	kermadecus	37232040			
Muraenidae	Gymnothorax	kidako	37060040			
Apogonidae	Ostorhinchus	kiensis	37327132			
Bothidae	Parabothus	kiensis	37460053			
Eleotridae	Hypseleotris	kimberleyensis	37429026			
Terapontidae	Syncomistes	kimberleyensis	37321029			
Toxotidae	Toxotes	kimberleyensis	37359004			
Gobiidae	Paedogobius	kimurai	37428337			
Didemnidae	Leptoclinides	kingi	35013027			
Hydrophiidae	Disteira	kingii	39125010			
Bothidae	Laeops	kitaharae	37460051			
Sternoptychidae	Polyipnus	kiwiensis	37107015			
Gobiidae	Lotilia	klausewitzi	37428183			
Ophichthidae	Apterichtus	klazingai	37068046			
Carangidae	Alepes	kleinii	37337036			
Chaetodontidae	Chaetodon	kleinii	37365040			
Soleidae	Aseraggodes	klunzingeri	37462021			
Pomacentridae	Chromis	klunzingeri	37372044			
Eleotridae	Hypseleotris	klunzingeri	37429027			
Pempherididae	Pempheris	klunzingeri	37357003			
Pseudochromidae	Amsichthys	knighti	37313021			
Gonostomatidae	Cyclothone	kobayashii	37106025			
Eleotridae	Butis	koilomatodon	37429014			
Moridae	Guttigadus	kongi	37224041			
Clupeidae	Herklotsichthys	koningsbergeri	37085007			
Cynoglossidae	Cynoglossus	kopsii	37463006			
Platytroctidae	Persparsia	kopua	37115001			
Ammotheidae	Nymphopsis	korotnewi	33012040			
Nomeidae	Cubiceps	kotlyari	37446019			
Macrouridae	Mataeocephalus	kotlyari	37232087			
Serranidae	Caprodon	krasyukovae	37311189			
Blenniidae	Enchelyurus	kraussii	37408035			
Ascidiidae	Ascidia	kreagra	35002008			
Astronesthidae	Astronesthes	kreffti	37108019			
Alepocephalidae	Conocara	kreffti	37114033			
Bythitidae	Diplacanthopoma	kreffti	37228064			
Gigantactinidae	Gigantactis	kreffti	37217004			
Alepocephalidae	Herwigia	kreffti	37114006			
Oneirodidae	Oneirodes	kreffti	37216003			
Scopelarchidae	Scopelarchoides	kreffti	37131006			
Gobiidae	Bathygobius	krefftii	37428069			
Belonidae	Strongylura	krefftii	37235009			
Colossendeidae	Rhopalorhynchus	kroyeri	33014016			
Cepolidae	Acanthocepola	krusensternii	37380003			
Dasyatidae	Neotrygon	kuhlii	37035004			
Clinidae	Heteroclinus	kuiteri	37416025			
Gobiesocidae	Kopua	kuiteri	37206017			
Labridae	Macropharyngodon	kuiteri	37384135			
Tripterygiidae	Springerichthys	kulbickii	37415049			
Triglidae	Chelidonichthys	kumu	37288001			
Holocentridae	Myripristis	kuntee	37261011			
Pallenopsidae	Pallenopsis	kupei	33020004			
Macrouridae	Spicomacrurus	kuronumai	37232057			
Carangidae	Decapterus	kurroides	37337056			
Lutjanidae	Paracaesio	kusakarii	37346060			
Ophichthidae	Schismorhynchus	labialis	37068035			
Gobiidae	Pleurosicya	labiata	37428230			
Pomacentridae	Cheiloprion	labiatus	37372030			
Liparidae	Paraliparis	labiatus	37307026			
Haemulidae	Diagramma	labiosum	37350003			
Scyliorhinidae	Aulohalaelurus	labiosus	37015029			
Mugilidae	Oedalechilus	labiosus	37381013			
Pentacerotidae	Paristiopterus	labiosus	37367002			
Labridae	Cirrhilabrus	laboutei	37384081			
Polyclinidae	Synoicum	laboutei	35019094			
Centrolophidae	Schedophilus	labyrinthicus	37445014			
Lophotidae	Lophotus	lacepede	37270001			
Gobiidae	Cabillus	lacertops	37428084			
Didemnidae	Didemnum	lacertosum	35013143			
Gobiidae	Eviota	lachdeberei	37428308			
Gobiidae	Sueviota	lachneri	37428255			
Platycephalidae	Onigocia	lacrimalis	37296059			
Pomacentridae	Plectroglyphidodon	lacrymatus	37372101			
Lactariidae	Lactarius	lactarius	37333001			
Gobiidae	Paragobiodon	lacunicolus	37428213			
Atherinidae	Atherinomorus	lacunosus	37246009			
Terapontidae	Variichthys	lacustris	37321033			
Gobiidae	Bathygobius	laddi	37428070			
Uranoscopidae	Kathetostoma	laeve	37400003			
Zoarcidae	Seleniolycus	laevifasciatus	37231755			
Platycephalidae	Platycephalus	laevigatus	37296006			
Hydrophiidae	Aipysurus	laevis	39125007			
Sciaenidae	Johnius	laevis	37354004			
Macrouridae	Malacocephalus	laevis	37232007			
Serranidae	Plectropomus	laevis	37311079			
Callipallenidae	Pseudopallene	laevis	33011014			
Molidae	Ranzania	laevis	37470004			
Rhynchobatidae	Rhynchobatus	laevis	37026003			
Tetraodontidae	Lagocephalus	lagocephalus	37467023			
Gobiidae	Sicyopterus	lagocephalus	37428335			
Carangidae	Seriola	lalandi	37337006			
Pomacanthidae	Genicanthus	lamarck	37365070			
Didemnidae	Didemnum	lambitum	35013007			
Artedidraconidae	Pogonophryne	lanceobarbata	37405761			
Gobiidae	Vanderhorstia	lanceolata	37428289			
Serranidae	Epinephelus	lanceolatus	37311061			
Molidae	Masturus	lanceolatus	37470003			
Pegasidae	Pegasus	lancifer	37309003			
Didemnidae	Lissoclinum	laneum	35013252			
Callipallenidae	Propallene	languida	33011025			
Gobiidae	Trimma	lantana	37428383			
Styelidae	Polyandrocarpa	lapidosa	35033022			
Didemnidae	Trididemnum	lapidosum	35013184			
Tripterygiidae	Forsterygion	lapillum	37415051			
Eleotridae	Mogurnda	larapintae	37429055			
Nototheniidae	Lepidonotothen	larseni	37404797			
Bythitidae	Acarobythites	larsonae	37228054			
Bythitidae	Beaglichthys	larsonae	37228100			
Tripterygiidae	Enneapterygius	larsonae	37415041			
Syngnathidae	Idiotropiscis	larsonae	37282036			
Gobiidae	Stonogobiops	larsonae	37428334			
Gobiidae	Sueviota	larsonae	37428256			
Gobiidae	Trypauchenichthys	larsonae	37428409			
Triglidae	Lepidotrigla	larsoni	37288035			
Macrouridae	Coelorinchus	lasti	37232109			
Narcinidae	Narcine	lasti	37028004			
Liparidae	Paraliparis	lasti	37307027			
Serranidae	Plectranthias	lasti	37311178			
Gobiidae	Tasmanogobius	lasti	37428262			
Gobiidae	Favonigobius	lateralis	37428005			
Apogonidae	Ostorhinchus	lateralis	37327046			
Congridae	Scalanago	lateralis	37067020			
Styelidae	Eusynstyela	latericius	35033014			
Ascidiidae	Ascidia	latesiphonica	35002009			
Pomacentridae	Amphiprion	latezonatus	37372022			
Platytroctidae	Holtbyrnia	laticauda	37115002			
Ophichthidae	Scolecenchelys	laticaudata	37068022			
Lethrinidae	Lethrinus	laticaudis	37351006			
Carcharhinidae	Scoliodon	laticaudus	37018790			
Scyliorhinidae	Cephaloscyllium	laticeps	37015001			
Blenniidae	Parablennius	laticlavius	37408090			
Labridae	Pictilabrus	laticlavius	37384020			
Polyclinidae	Aplidium	laticum	35019107			
Gobiidae	Eviota	latifasciata	37428309			
Serranidae	Epinephelus	latifasciatus	37311043			
Tetrarogidae	Centropogon	latifrons	37287094			
Bothidae	Engyprosopon	latifrons	37460039			
Poeciliidae	Poecilia	latipinna	37244003			
Sternoptychidae	Polyipnus	latirastrus	37107020			
Syngnathidae	Choeroichthys	latispinosus	37282044			
Opistognathidae	Opistognathus	latitabundus	37388001			
Malacanthidae	Malacanthus	latovittatus	37331010			
Gobiidae	Tomiyamichthys	latruncularia	37428263			
Sparidae	Acanthopagrus	latus	37353012			
Scorpididae	Atypichthys	latus	37361020			
Trachichthyidae	Hoplostethus	latus	37255002			
Serranidae	Serranocirrhitus	latus	37311130			
Blenniidae	Plagiotremus	laudandus	37408075			
Arhynchobatidae	Insentiraja	laxipella	37031021			
Polycitoridae	Eudistoma	laysani	35018020			
Styelidae	Botrylloides	leachii	35033002			
Apogonidae	Archamia	leai	37327083			
Macrouridae	Coryphaenoides	lecointei	37232752			
Tripterygiidae	Norfolkia	leeuwin	37415048			
Gobiidae	Arenigobius	leftwichi	37428056			
Osteoglossidae	Scleropages	leichardti	37088002			
Clupeidae	Amblygaster	leiogaster	37085020			
Bythitidae	Diancistrus	leisi	37228092			
Belonidae	Strongylura	leiura	37235003			
Lutjanidae	Lutjanus	lemniscatus	37346010			
Rajidae	Dentiraja	lemprieri	37031007			
Chimaeridae	Hydrolagus	lemures	37042003			
Clupeidae	Sardinella	lemuru	37085018			
Epigonidae	Epigonus	lenimen	37327001			
Soleidae	Aseraggodes	lenisquamis	37462040			
Labridae	Anampses	lennardi	37384016			
Ostraciidae	Anoplocapros	lenticularis	37466010			
Triakidae	Mustelus	lenticulatus	37017750			
Polyclinidae	Aplidium	lenticulum	35019029			
Atherinidae	Craterocephalus	lentiginosus	37246023			
Gobiidae	Favonigobius	lentiginosus	37428329			
Lethrinidae	Lethrinus	lentjan	37351007			
Macrouridae	Kuronezumia	leonis	37232062			
Dasyatidae	Himantura	leoparda	37035026			
Serranidae	Cephalopholis	leopardus	37311138			
Didemnidae	Didemnum	leopardus	35013271			
Serranidae	Plectropomus	leopardus	37311078			
Pomacentridae	Pomacentrus	lepidogenys	37372114			
Pomacentridae	Chromis	lepidolepis	37372045			
Myctophidae	Lampanyctus	lepidolychnus	37122051			
Serranidae	Caesioperca	lepidoptera	37311002			
Nototheniidae	Trematomus	lepidorhinus	37404755			
Gobiidae	Drombus	lepidothorax	37428113			
Pleuronectidae	Rhombosolea	leporina	37461750			
Holocentridae	Sargocentron	lepros	37261025			
Apogonidae	Zoramia	leptacantha	37327065			
Triglidae	Bovitrigla	leptacanthus	37288014			
Ariidae	Neoarius	leptaspis	37188006			
Gobiidae	Cryptocentrus	leptocephalus	37428102			
Zoarcidae	Dieidolycus	leptodermatus	37231750			
Muraenesocidae	Oxyconger	leptognathus	37063001			
Sciaenidae	Nibea	leptolepis	37354027			
Carangidae	Selaroides	leptolepis	37337015			
Rajidae	Okamejei	leptoura	37031013			
Plotosidae	Euristhmus	lepturus	37192004			
Trichiuridae	Trichiurus	lepturus	37440004			
Congridae	Uroconger	lepturus	37067021			
Haemulidae	Plectorhinchus	lessonii	37350020			
Carcharhinidae	Carcharhinus	leucas	37018021			
Leiognathidae	Equulites	leuciscus	37341005			
Callionymidae	Repomucenus	leucobranchialis	37427048			
Pomacentridae	Amblyglyphidodon	leucogaster	37372018			
Tetrarogidae	Richardsonichthys	leucogaster	37287036			
Serranidae	Anyperodon	leucogrammicus	37311085			
Congiopodidae	Perryena	leucometopon	37298002			
Congiopodidae	Congiopodus	leucopaecilus	37298001			
Gobiidae	Cryptocentrus	leucostictus	37428103			
Macrouridae	Nezumia	leucoura	37232088			
Pomacentridae	Plectroglyphidodon	leucozonus	37372102			
Muraenidae	Anarchias	leucurus	37060019			
Labridae	Halichoeres	leucurus	37384187			
Aploactinidae	Acanthosphex	leurynnis	37290017			
Acropomatidae	Malakichthys	levis	37311031			
Didemnidae	Didemnum	levitas	35013144			
Didemnidae	Leptoclinides	levitatus	35013075			
Didemnidae	Lissoclinum	levitum	35013200			
Dinolestidae	Dinolestes	lewini	37327002			
Sphyrnidae	Sphyrna	lewini	37019001			
Lutjanidae	Pinjalo	lewisi	37346067			
Dasyatidae	Neotrygon	leylandi	37035013			
Ascidiidae	Ascidia	liberata	35002010			
Dalatiidae	Dalatias	licha	37020002			
Gobiidae	Pandaka	lidwilli	37428210			
Stomiidae	Photostomias	liemi	37112005			
Chimaeridae	Chimaera	lignaria	37042008			
Didemnidae	Atriolum	lilium	35013213			
Macroramphosidae	Notopogon	lilliei	37279003			
Didemnidae	Didemnum	lillipution	35013260			
Holocentridae	Plectrypops	lima	37261020			
Cepolidae	Acanthocepola	limbata	37380004			
Carcharhinidae	Carcharhinus	limbatus	37018039			
Apogonidae	Ostorhinchus	limenus	37327066			
Callionymidae	Repomucenus	limiceps	37427012			
Didemnidae	Lissoclinum	limosum	35013201			
Pomacentridae	Pomacentrus	limosus	37372116			
Didemnidae	Didemnum	linatum	35013145			
Carapidae	Pyramodon	lindas	37229016			
Syngnathidae	Nannocampus	lindemanensis	37282093			
Pomacentridae	Chromis	lineata	37372046			
Latridae	Latris	lineata	37378001			
Nemipteridae	Scolopsis	lineata	37347032			
Pseudogrammatidae	Suttonia	lineata	37314004			
Latridae	Mendosoma	lineatum	37378004			
Acanthuridae	Acanthurus	lineatus	37437010			
Berycidae	Centroberyx	lineatus	37258005			
Labridae	Cirrhilabrus	lineatus	37384082			
Gobiesocidae	Diademichthys	lineatus	37206015			
Blenniidae	Ecsenius	lineatus	37408025			
Blenniidae	Istiblennius	lineatus	37408045			
Pseudochromidae	Labracinus	lineatus	37313003			
Blenniidae	Meiacanthus	lineatus	37408053			
Echeneidae	Phtheirichthys	lineatus	37336003			
Haemulidae	Plectorhinchus	lineatus	37350022			
Plotosidae	Plotosus	lineatus	37192002			
Siganidae	Siganus	lineatus	37438010			
Mullidae	Upeneichthys	lineatus	37355001			
Eleotridae	Oxyeleotris	lineolata	37429038			
Scorpididae	Scorpis	lineolata	37361009			
Chaetodontidae	Chaetodon	lineolatus	37365041			
Blenniidae	Omobranchus	lineolatus	37408062			
Labridae	Ophthalmolepis	lineolatus	37384040			
Pinguipedidae	Parapercis	lineopunctata	37390026			
Balistidae	Xanthichthys	lineopunctatus	37465016			
Didemnidae	Polysyncraton	linere	35013222			
Peristediidae	Satyrichthys	lingi	37288030			
Gobiesocidae	Aspasmogaster	liorhyncha	37206005			
Clupeidae	Herklotsichthys	lippa	37085008			
Didemnidae	Didemnum	lissoclinum	35013146			
Didemnidae	Leptoclinides	lissus	35013028			
Didemnidae	Diplosoma	listerianum	35013019			
Ophichthidae	Ophichthus	lithinus	37068043			
Gobiidae	Mugilogobius	littoralis	37428351			
Pomacentridae	Pomacentrus	littoralis	37372115			
Pyuridae	Pyura	littoralis	35032031			
Scorpaenidae	Scorpaenodes	littoralis	37287076			
Pleuronectidae	Ammotretis	lituratus	37461004			
Acanthuridae	Naso	lituratus	37437029			
Diodontidae	Diodon	liturosus	37469016			
Blenniidae	Ecsenius	lividanalis	37408026			
Alepocephalidae	Narcetes	lloydi	37114016			
Styelidae	Cnemidocarpa	lobata	35033053			
Urolophidae	Urolophus	lobatus	37038021			
Polyclinidae	Aplidium	lodix	35019030			
Didemnidae	Polysyncraton	lodix	35013092			
Artedidraconidae	Artedidraco	loennbergi	37405751			
Nototheniidae	Trematomus	loennbergii	37404756			
Gobiidae	Bryaninops	loki	37428078			
Nymphonidae	Nymphon	lomani	33010013			
Styelidae	Cnemidocarpa	longata	35033054			
Artedidraconidae	Dolloidraco	longedorsalis	37405755			
Paraulopidae	Paraulopus	longianalis	37120003			
Stomiidae	Stomias	longibarbatus	37112003			
Macrouridae	Hymenocephalus	longibarbis	37232058			
Congridae	Gnathophis	longicauda	37067002			
Oikopleuridae	Oikopleura	longicauda	35203010			
Callipallenidae	Stylopallene	longicauda	33011038			
Salpidae	Thalia	longicauda	35103019			
Bythitidae	Brosmolus	longicaudus	37228040			
Monacanthidae	Cantherhines	longicaudus	37465090			
Perophoridae	Perophora	longicaulis	35004016			
Scyliorhinidae	Apristurus	longicephalus	37015021			
Alepocephalidae	Alepocephalus	longiceps	37114029			
Phoxichilidiidae	Anoplodactylus	longiceps	33015010			
Oneirodidae	Chaenophryne	longiceps	37216006			
Scaridae	Hipposcarus	longiceps	37386008			
Setarchidae	Lioscorpius	longiceps	37287043			
Ammotheidae	Ascorhynchus	longicollis	33012027			
Didemnidae	Leptoclinides	longicollis	35013076			
Ipnopidae	Bathypterois	longifilis	37123002			
Bythitidae	Diancistrus	longifilis	37228022			
Moridae	Physiculus	longifilis	37224024			
Alepocephalidae	Talismania	longifilis	37114012			
Styelidae	Polycarpa	longiformis	35033077			
Protopolyclinidae	Pseudodiazona	longigona	35020004			
Drepaneidae	Drepane	longimana	37362008			
Gobiidae	Vanderhorstia	longimana	37428382			
Serranidae	Caprodon	longimanus	37311095			
Carcharhinidae	Carcharhinus	longimanus	37018032			
Gerreidae	Pentaprion	longimanus	37349002			
Serranidae	Plectranthias	longimanus	37311106			
Synodontidae	Saurida	longimanus	37118014			
Setarchidae	Setarches	longimanus	37287013			
Bothidae	Tosarhombus	longimanus	37460080			
Muraenidae	Gymnothorax	longinquus	37060004			
Ipnopidae	Bathypterois	longipes	37123003			
Myctophidae	Bolinichthys	longipes	37122025			
Labridae	Hologymnosus	longipes	37384128			
Ophidiidae	Neobythites	longipes	37228034			
Melanostomiidae	Bathophilus	longipinnis	37109003			
Bathylagidae	Bathylagichthys	longipinnis	37098009			
